place_id,name,address,lat,lon,reviews
ChIJVY9yx6BgGGARz8FT15FS7Z4,松尾芭蕉句碑,日本、〒210-0024 神奈川県川崎市川崎区日進町９−１１,35.5240009,139.6924848,"「麦の穂を たよりにつかむ 別れかな」松尾芭蕉が江戸から郷里伊賀へ旅立つ時、この地に見送りに来た門弟との別れの際に詠んだ句。文政13（1830）年に芭蕉をしのび建立された句碑。芭蕉が句を詠んだ地に建てられた句碑は貴重だそうです。
八丁畷駅から東海道を北側に行くと八丁畷バス停近くに、芭蕉が川崎宿に立ち寄った際に門弟たちとの惜別の思いを詠んだ句「麦の穂をたよりにつかむ別れかな」の句碑がある。
おくのほそ道への大旅を終えたあと、深川への戻り道でここへ来たのだな。 それにしても、こんな書体で、しかも万葉仮名も使いながら書かれたものを、当時は誰もが読めたのだろうか？　そうなのだとしたら、江戸時代民の知識レベルは相当高かったのだろうな。こっちは説明文がなければ文字を解析することさえ困難なのに。  多余利尓津可武？（たよりにつかむ） 麦の穂を 別可那？（わかれかな）
松尾芭蕉が江戸から大阪に行く途中に立ち寄って一句詠んだとのこと。  麦の穂をたよりにつかむ別れかな  こういう、生活動線の中にある歴史を感じるスポット、いいですよね。  聞いてください。 実は私、今日健康診断だったんです。  問診票に「20歳の時より10キロ以上体重が増えていますか？」って質問があって、それに「はい」って書きたくないので、1週間食事制限と運動してたんです。 えぇ、悪あがきです。  そして今日、1週間苦労しての健康診断だったんです。 結果は問題なかったんです。 体重も20歳の時より7キロプラスくらいでした。  健康診断も終わったんで、二郎系ラーメン行ったんです。  俺の生きる道　関内マリナード店 豚一枚　300g 1050円。  久しぶりのラーメンだったんでとんでもないくらいに美味くて、もうバチっときまってしまいました。  ただ、食べ終わった後の満足度とともに、なんか後悔がすごいんですよ。  1週間制限して、健康診断で体重キープして、終わってから食べる二郎系って、俺何やってるんだろうかなーって。  それで反省の意味も込めて、いつもより長く歩こうと思って鶴見駅からトボトボ歩いていました。  そこで一句。  二郎系　食べて懺悔　家路かな
芭蕉が大阪で亡くなる年の5月に、東京を出立して、いざ別れという心情を読んだという。  麦の穂を便りにつかむ別れかな  いかにも足腰の不安を抱えた芭蕉は、旧知の友人や後輩に別れを惜しまれつつさよなら〜って別れたんだと思う名句だ。"
ChIJy5PJUsDRGGAR5NSsKKki4Xs,松尾芭蕉句碑,日本、〒364-0025 埼玉県北本市石戸宿４丁目２３８,36.0021443,139.5100985,"2025.8.16 松尾芭蕉は、江戸時代前期の俳人であり、各地を旅して多くの名句と紀行を残した。有名な作品として「野の紀行」「更科紀行」「奥の細道」「嘘が口記」などがある。 埼玉県には約百基の芭蕉向陣があるといわれているが、この石戸宿所在のものも、その一つである。 この句陣は、嘉永四年（一八三一年）の建立で、表面に芭蕉の 原中や 物にもつかず 啼雲雀 の句を四行に初み、裏面には地元や川越等の俳句同好者の句が二十句刻まれている。 この句神は、高さ81cm、幅158cmの大きさで、一部破損しているが、ほぼ完全な形で残っており、江戸時代未期の地方文化を証明する資料として貴重であ る。
句碑にある様に、広々とした場所でした。 「原中や　物にもつかず　啼雲雀」
あの芭蕉さんの句碑があります。後ろに変わった木があります。桜も2本あります🌸
田舎街に突然ありますから見落さないように。
松尾芭蕉が立ち寄ってから、300年余り過ぎてからに私が立ち寄りました。"
ChIJmZtwQflJH2ARGgM6HiDew6s,松尾芭蕉句碑,日本、〒329-0205 栃木県小山市間々田２３２９,36.2738644,139.7658781,"『古池や』は深川の芭蕉庵で詠んだ句ですから、この地と何の所縁も無いし、このような大きな池には合わない  申し訳ないが寄進者のセンスを疑う
芭蕉の俳句「古池や蛙飛び込む水の音」の碑が在りました…因みに蛙の季語は 春 です。
おくのほそ道で 松尾芭蕉は 間々田宿に 一泊してます🙄 ただ？ この場所で 詠んだのかと言うと…真偽不明だそうですが まぁ その 雰囲気は 間違いなく あります 🤔
"
ChIJg1HIJgAfHWARv5ee4eHLCgI,松尾芭蕉句碑,日本、〒399-6302 長野県塩尻市木曽平沢２３２４−５０,35.9839755,137.834655,松尾芭蕉の句が石碑になっている
ChIJJSNFyHPdHGAR98CQCza3cq0,松尾芭蕉句碑,日本、〒399-5601 長野県木曽郡上松町上松１３５０,35.8068468,137.6867145,"色々行ったのですね⋯
"
ChIJ9VplfwDjIWARDd6bStDxfDw,松尾芭蕉句碑,日本、〒321-4405 栃木県真岡市飯貝４７８,36.477876,140.020623,「飯貝や雨に泊まりて田螺聞く」後世の門人が著した「もとのみず」に芭蕉の句として載っているが、真偽が定かでない。(存疑とされている)。
ChIJe__cDZRDH2ARz-v0RUGvVTg,松尾芭蕉句碑,日本、〒321-0219 栃木県下都賀郡壬生町福和田,36.4442423,139.797453,"40年位前、安納酒屋のおじいさんに、聞いたことがありました、これ何が書いて有るのって、芭蕉が京の都で評価の、総社の室の八嶋で一泊したそうですが、つまんなくて疲れた、とゆう事だそうです。へー❇️たまに石拓を取っている人がいますね🐭でも、ひとの家の敷地内みたいですよ、どう見ても。？
芭蕉塚建立を願い、志半ばで世を去った黒川舎古蘭の遺言により、安政４年（1857）に仲間により建立されました。だそうです。
"
ChIJ8Z3zDXeABGARV80bmx6IGNQ,松尾芭蕉句碑,日本、〒479-0866 愛知県常滑市大野町１０丁目３０,34.9339182,136.8282887,"
"
ChIJzTZ5A8lBGWAR3uW_-xAPBN4,松尾芭蕉句碑,日本、〒409-0612 山梨県大月市猿橋町藤崎,35.6074662,138.9936676,"猿橋町藤崎久保の高台を通る旧道に祠や石碑をまとめた場所がある。その中の一つが芭蕉句碑。 馬ほくほく我を絵に見る夏野かな　芭蕉翁 建立年代は不明（明治末期か？）。わかり難いところにある碑だということで、近くの民家の人に連れて行ってもらった（感謝）。 その民家の庭にも芭蕉句碑が建っている。 草臥れて宿かるころや藤の花 昭和４５年（１９７０）文化の日に建立された碑。裏面を見ると、この家に芭蕉が宿泊したと記されている。
鳥沢橋梁
とっても歴史深い地域です。
良い景色
良かった"
ChIJS8qQPJ1XGWARLIJ3NtsyIfM,松尾芭蕉句碑,日本、〒409-1203 山梨県甲州市大和町初鹿野,35.6501249,138.7575282,"国道20号沿いのとてもわかりにくい場所にあります！甲斐大和駅から勝沼方面に歩いていくと左側にあります。見つけたら結構感激します。
文字が読める
"
ChIJQSGbGzwLGWARSI5q5WqBnOE,松尾芭蕉句碑,日本、〒250-0136 神奈川県南足柄市矢倉沢,35.3293433,139.058604,昔ながらの茶農家の集落で、マス釣りの池があり、美しく静かな雰囲気です。
ChIJb0_n73-QGWARba08bBgNPHY,松尾芭蕉句碑,日本、〒411-0035 静岡県三島市大宮町２丁目１,35.1224228,138.9153087,"目立たない所に有ります。日本には○○の碑を建てるのが好きな人が多いですね
「どむみりと 棟や雨の 花曇」 元禄７(1694)年５月１４日に松尾芭蕉は三嶋大社に参拝し、神池のところに群生していた栴檀を見て、江戸に残してきた病床の妻・すての身を案じて詠んだ歌、と言われています。  昭和５３(1978)年６月５日、三島大社関係者によって建立されました。
あまり気が付かない場所にあります。

"
ChIJzfYlYAC_GWARTZsLgX9S1mw,松尾芭蕉句碑,日本、〒413-0032 静岡県熱海市梅園町８−８,35.0977632,139.0590466,
ChIJbfLMcz1RGmAR8WkZUf4aM8E,松尾芭蕉句碑,日本、〒427-0022 静岡県島田市本通３丁目 静銀島田支店前,34.8326715,138.1761661,"芭蕉が大井川の川留めで、元禄7（1694）年5月15日から19日まで、島田宿塚本如舟宅に宿泊した際に、如舟と読みあった句と考えられる。  「田植えと共に旅の朝起」芭蕉「やはらかにたけよ今年の手作麦」如舟「五月雨に降りこめられて、ある時のもてなしに心うごきて、いさきか筆とる事になん」と芭蕉も記している。  主人如舟の心からのもてなしに、芭蕉は感謝し、田植え時の忙しい時だから、自分も早起きして旅立ちたいと応じている。下絵に夏の草花を芭蕉自身が描いている。  真跡は永く塚本家へ残されていたが、同家のご厚意により市が譲り受け現在、市指定文化財となっている。
静銀の敷地一角に石碑と、説明看板が有ります。当時の遺構は全く有りません。
"
ChIJbfLMcz1RGmAR8WkZUf4aM8E,松尾芭蕉句碑,日本、〒427-0022 静岡県島田市本通３丁目 静銀島田支店前,34.8329752,138.1748282,"芭蕉が大井川の川留めで、元禄7（1694）年5月15日から19日まで、島田宿塚本如舟宅に宿泊した際に、如舟と読みあった句と考えられる。  「田植えと共に旅の朝起」芭蕉「やはらかにたけよ今年の手作麦」如舟「五月雨に降りこめられて、ある時のもてなしに心うごきて、いさきか筆とる事になん」と芭蕉も記している。  主人如舟の心からのもてなしに、芭蕉は感謝し、田植え時の忙しい時だから、自分も早起きして旅立ちたいと応じている。下絵に夏の草花を芭蕉自身が描いている。  真跡は永く塚本家へ残されていたが、同家のご厚意により市が譲り受け現在、市指定文化財となっている。
静銀の敷地一角に石碑と、説明看板が有ります。当時の遺構は全く有りません。
"
ChIJVV-VCADNBGARCDTOl15tTL4,松尾芭蕉句碑,日本、〒440-0073 愛知県豊橋市湊町６,34.7711729,137.3847953,この句碑は平成13年（2001年）に、東海道五十三次宿駅制定400年を記念して建てられました。  ごを焚いて手拭あぶる寒さ哉 寒けれど二人旅寝ぞたのもしき  芭蕉の二句が刻まれています。
ChIJh3XUMCj5-F8RSyDdtLKo-J0,松尾芭蕉句碑,日本、〒922-0551 石川県加賀市美岬町尼ゴジ−３−２,36.3506661,136.3229188,"尼御前（あまごぜん）サービスエリアにある松尾芭蕉の句碑は、『むざんやな 甲（かぶと）の下のきりぎりす』の一句を刻んだ碑だ。サービスエリア内のちょっとした休憩スポットだが、実はこの場所には深い物語が隠されている。  この句は松尾芭蕉が『おくのほそ道』の旅の途中、石川県小松市の多太（ただ）神社を訪れたときに詠んだものだ。ここに奉納されている兜は、源平合戦の名将であり、老将として名高い斎藤別当実盛（さいとうべっとうさねもり）が実際に身に着けていたものとされている。実盛は平家に仕え、若き日の木曽義仲の恩人でもあった。ところがその後、時代の波に翻弄されるように義仲とは敵味方に分かれてしまう。実盛は源平合戦の一つである篠原の戦いで、義仲軍に討ち取られてしまった。その最期は、かつて救った若武者の手にかかるという、まさに悲劇的なものだったという。  芭蕉が多太神社で見た兜は、実盛が討ち死にした際にかぶっていたものであり、戦いから500年以上を経てなお、その兜は往時を偲ばせる姿をとどめていた。芭蕉はそこに秋の虫・きりぎりすが鳴いている様子を見て、「むざんやな」と嘆いた。「むざん」とは「ああ、何と痛ましいことよ」という心の叫びだ。かつての栄光や戦の悲惨さを象徴する兜の下で、小さな虫が命を精一杯鳴いている――芭蕉はそこに無常感を見出し、この句を詠んだのだろう。  興味深いことに、この句はもともと世阿弥の能『実盛』に登場する「あなむざんやな」という台詞を引用したものだとも言われている。芭蕉は、実盛の悲運と人間の儚さを改めて感じ、その思いを句に込めたわけだ。  句碑そのものが建立されたのは昭和63年（1988年）。この年は北陸自動車道が全線開通し、また『おくのほそ道』の旅からちょうど300周年にあたったことから、北陸道沿いのサービスエリアやパーキングエリア11箇所に芭蕉の句碑が設置されることになった。この尼御前SAもその一つだ。高速道路という現代的な施設に芭蕉の句碑があることは少々意外だが、旅情を楽しむという意味では、なかなか味わい深い演出になっている。  また、この句碑が立つ加賀市には、芭蕉ゆかりの史跡が他にも点在している。特に有名なのは山中温泉で、ここには芭蕉が8泊9日滞在した際に詠んだ『山中や 菊は手折らじ 湯の匂』という句の碑もあり、芭蕉の足跡を辿ることができる「山中温泉芭蕉の館」もある。温泉街では芭蕉のみならず、弟子や後世の俳人たちの句碑も多く残されている。まさに俳句好きにはたまらない場所と言える。  そして小松市の多太神社にも、実盛にちなんだ史跡があり、「首洗池」など源平合戦の遺構が今なお残されている。ここでは毎年7月に「かぶとまつり」が行われ、実盛の兜の一般公開や能の上演などが催されている。歴史と文学が交差する魅力的な場所だ。  尼御前SAの句碑は、こうした北陸の歴史的・文化的背景への入り口の役割を果たしている。高速道路を利用する際、ただの休憩所として通り過ぎてしまうのは惜しいスポットだ。俳句に親しむ人はもちろん、歴史や文化に少しでも興味がある人なら、この碑をきっかけに芭蕉や実盛の物語を辿ってみるのも面白い。高速道路に立つ芭蕉の句碑は、まさに現代と江戸時代をつなぐタイムマシンのような存在だと言えるだろう。  碑に刻まれた短い一句の向こうには、武士の栄枯盛衰、そして人間が抱える宿命が静かに横たわっている。かつての旅人・芭蕉の眼差しを感じることのできる、ひそかで味わい深い場所だ。
句碑を見て思いをはせます。
意外と気がつかない。正面にあります。
ありました"
ChIJ0ZYTDABVVjURKVuhlyo2KvQ,松尾芭蕉句碑,日本、〒684-0041 鳥取県境港市中野町５１８８,35.5327798,133.2362662,
ChIJ6bOqjVsbjF8Rys8wyjjvuc8,松尾芭蕉句碑,日本、〒997-0028 山形県鶴岡市山王町１１−１８,38.7326188,139.8357305,日枝神社敷地内の池に浮かぶ島に句碑があります。
ChIJQdbifGyHil8Rbu_-yZt5y18,松尾芭蕉句碑,日本、〒960-8202 福島県福島市山口文字摺６８,37.7706907,140.5140232,
ChIJddhSKLFHIGARfTAP5_T6jBg,松尾芭蕉句碑,日本、〒963-6316 福島県石川郡玉川村竜崎滝山１２−４,37.2472436,140.391612,キャンピングカーで福島へ車中泊しに行った際、乙字ヶ滝へ立寄りました  芭蕉は、奥の細道でこちらに立ち寄った際、雨がひどくて川を渡る事が出来ずに足止めされて、句を詠んだようです  「この五月雨の降り方では、さぞや石河の滝は水嵩に耐えかねて埋まったようになっていることであろう」というのがこの芭蕉句の現代訳だそうです
ChIJd4Hg6Y3_ImARSOOpqdEkJYE,松尾芭蕉句碑,日本、〒314-0133 茨城県神栖市息栖,35.8856509,140.6244466,"この里は　気吹戸主（きぶきとぬし）の　風寒し  御衣黄、力石の隣に置かれている。
隣には笹川の繁蔵が奉納したといわれる力石が 祀られていました


"
ChIJgwZDqoxVImARze7n0DfF4Is,松尾芭蕉句碑,日本、〒314-0031 茨城県鹿嶋市宮中２３０６−１,35.9704026,140.6351941,"碑と一緒に説明もあります。
松尾芭蕉句碑は、歴史や文学に触れられる静かなスポットで、訪れると心が落ち着く不思議な魅力があります。自然の中にひっそりと佇む碑には、芭蕉の世界観が凝縮されており、当時の旅情や風景に思いを馳せることができます。周囲の環境とも調和していて、四季折々の景色とともに句碑を眺めると、まるで一句の情景が目の前に広がるような感覚を味わえるのが印象的です。観光の合間に立ち寄ると、歴史や文化を身近に感じながら、静かに自分の心を見つめ直す時間を持てる素敵な場所だと思います。

"
ChIJy0nQK3UbImAREamnOgv7Fw8,松尾芭蕉句碑,日本、〒319-0209 茨城県笠間市泉,36.2919256,140.254536,夏来ても只一つ葉のひとつかな  元禄元年、4５歳の芭蕉が「笈の小文」の旅の途中、岐阜付近の山中で詠んだ句です。  夏が来て、植物は旺盛に葉を生い繁らせているけれど、一つ葉だけはまばらに葉があるだけで(この私のようだ)。
ChIJmWOpliI-GWARRKbngaCmruU,松尾芭蕉句碑,日本、〒409-0112 山梨県上野原市上野原,35.6437517,139.1009888,"県道３３号線〔鏡渡橋〕東詰の道路際に芭蕉句碑が建っている。 ほとゝきす横たふ聲や水の上　はせを 句碑の履歴がはっきりしないが、天保年間（１８３０－４３）八米部落の人たちが建立したもので、土中に埋まっていたのを昭和４２年（１９６７）に県道３３号線拡幅工事の際に復元したものらしい（上野原市からもらった資料による）。
昔、身を投げる人が多く、防止の為高い金網が設置されていて、景観が悪くなり、残念です。
高地の橋詰に芭蕉句碑　マニアは一見要！
"
ChIJydSsK59HA2ARq87fuQJwwhA,松尾芭蕉句碑,日本、〒509-6472 岐阜県瑞浪市釜戸町６７３,35.3989127,137.2807297,"岐阜県には芭蕉の句碑が多いが、瑞浪↔釜戸区間にも芭蕉の句碑がある。 いざさらば　雪見にころぶ 　ところまで。 うーん奥が深い😅😅😅 まつおがわんこ
綺麗に祀ってあります"
ChIJL3WCmSSH918RpQUjaMpvkQ8,松尾芭蕉句碑,日本、〒939-1315 富山県砺波市太田１０２８−２,36.6266234,136.9950539,サイクルラックなし。 小さな集落の中にひっそりとある史跡。太田の相撲場跡、梅花塚。 写真１枚目目、最左側にある碑が雪幸の句碑、写真には写っていないが、さらに左側に芭蕉翁の句碑が立つ。 (2023年４月３０日現在)
ChIJmWj5imVfGGARBox8NBAlZu8,松尾芭蕉句碑,日本、〒230-0063 神奈川県横浜市鶴見区鶴見１丁目３−１６,35.5023137,139.6718754,"こちらは2024年07月05日の訪問となります。鶴見、生麦から末吉、北寺尾へと抜ける子生坂のスタート地点にあります。  先に坂の説明をしますと鎌倉時代、付近に小池堂というのがあり（現・子生山東福寺）、ここで祀られる子育観音が坂名の由来のようです。  句碑ですが、立入はできなくなっております（保存の為？）。川崎とかにも芭蕉の句碑はあるようですね。  また、そばには600年の巨木（タブノキ）がありインパクトが大きいです。
"
ChIJc7qaHBFfGGAR3UPCDxt9u5M,松尾芭蕉句碑,日本、〒223-0052 神奈川県横浜市港北区綱島東１丁目８−２０,35.5356056,139.6368035,"古民家〔池谷家住宅〕前の道路際に芭蕉句碑が建っている。 あかあかと日は難面も秋の風　翁 慶応３年（１８６７）に建立された碑。句は、元禄２年（１６８９）秋、〔奥の細道〕の旅で詠まれたもの。
付近区画工事中。一般立入禁止。 →後日再訪問。"
ChIJVY9yx6BgGGARz8FT15FS7Z4,松尾芭蕉句碑,日本、〒210-0024 神奈川県川崎市川崎区日進町９−１１,35.533833,139.7300568,"「麦の穂を たよりにつかむ 別れかな」松尾芭蕉が江戸から郷里伊賀へ旅立つ時、この地に見送りに来た門弟との別れの際に詠んだ句。文政13（1830）年に芭蕉をしのび建立された句碑。芭蕉が句を詠んだ地に建てられた句碑は貴重だそうです。
八丁畷駅から東海道を北側に行くと八丁畷バス停近くに、芭蕉が川崎宿に立ち寄った際に門弟たちとの惜別の思いを詠んだ句「麦の穂をたよりにつかむ別れかな」の句碑がある。
おくのほそ道への大旅を終えたあと、深川への戻り道でここへ来たのだな。 それにしても、こんな書体で、しかも万葉仮名も使いながら書かれたものを、当時は誰もが読めたのだろうか？　そうなのだとしたら、江戸時代民の知識レベルは相当高かったのだろうな。こっちは説明文がなければ文字を解析することさえ困難なのに。  多余利尓津可武？（たよりにつかむ） 麦の穂を 別可那？（わかれかな）
松尾芭蕉が江戸から大阪に行く途中に立ち寄って一句詠んだとのこと。  麦の穂をたよりにつかむ別れかな  こういう、生活動線の中にある歴史を感じるスポット、いいですよね。  聞いてください。 実は私、今日健康診断だったんです。  問診票に「20歳の時より10キロ以上体重が増えていますか？」って質問があって、それに「はい」って書きたくないので、1週間食事制限と運動してたんです。 えぇ、悪あがきです。  そして今日、1週間苦労しての健康診断だったんです。 結果は問題なかったんです。 体重も20歳の時より7キロプラスくらいでした。  健康診断も終わったんで、二郎系ラーメン行ったんです。  俺の生きる道　関内マリナード店 豚一枚　300g 1050円。  久しぶりのラーメンだったんでとんでもないくらいに美味くて、もうバチっときまってしまいました。  ただ、食べ終わった後の満足度とともに、なんか後悔がすごいんですよ。  1週間制限して、健康診断で体重キープして、終わってから食べる二郎系って、俺何やってるんだろうかなーって。  それで反省の意味も込めて、いつもより長く歩こうと思って鶴見駅からトボトボ歩いていました。  そこで一句。  二郎系　食べて懺悔　家路かな
芭蕉が大阪で亡くなる年の5月に、東京を出立して、いざ別れという心情を読んだという。  麦の穂を便りにつかむ別れかな  いかにも足腰の不安を抱えた芭蕉は、旧知の友人や後輩に別れを惜しまれつつさよなら〜って別れたんだと思う名句だ。"
ChIJpbuA0e0zH2AR3hLANnrfbI8,松尾芭蕉句碑,日本、〒348-0058 埼玉県羽生市西１丁目１３,36.1723181,139.5337213,"ひっそりと石碑があるが松尾芭蕉という存在感は半端ない❗️
何もない所にぽつんとあります。"
